時間,開盤價,最高價,最低價,收盤價,UB2.00,BBandMA16,LB2.00,外資持股,買賣超,投信持股,買賣超,成交量,MA5,MA10,主力持股,買賣超,,
2019-2-21,93.8,94.3,91.6,92,101.73,90.77,79.81,68825張,-520張,2689張,-39張,4027,6236,8041,4618張,-945張,,
2019-2-22,92,92.3,90.6,90.9,101.02,91.42,81.82,68510張,-293張,2538張,-151張,3974,5020,6634,3642張,-976張,,
2019-2-25,92.1,93.6,91.4,92.5,100.33,92.08,83.83,67720張,-864張,2506張,-32張,6341,5147,6088,3105張,-537張,,
2019-2-26,93.1,93.2,90.8,90.8,99.81,92.47,85.13,66924張,-775張,2748張,242張,4585,4883,5929,2394張,-711張,,
2019-2-27,91.1,92.8,88.5,91.7,99.48,92.79,86.11,66423張,-501張,3034張,286張,6903,5166,5792,2106張,-288張,,
2019-3-4,93,93,91,91.2,98.89,93.12,87.35,65109張,-1414張,2944張,-90張,3685,5098,5667,965張,-1141張,,
2019-3-5,90.5,90.7,86.8,88.2,98.45,93.25,88.05,64489張,-620張,2365張,-579張,7135,5730,5375,-166張,-1131張,,
2019-3-6,88.8,90.1,88.5,89,98.44,92.91,87.37,65193張,704張,2013張,-352張,3767,5215,5181,200張,366張,,
2019-3-7,89.2,90.2,87.1,87.1,98.14,92.31,86.47,65243張,31張,2013張,0張,3360,4970,4927,170張,-30張,,
2019-3-8,86.3,88.2,85.5,87.9,96.51,91.59,86.66,65760張,432張,1985張,-28張,3229,4235,4701,111張,-59張,,1
2019-3-11,90.1,92.7,90,90.8,95.93,91.33,86.72,62976張,-2657張,2003張,18張,11676,5833,5466,-1607張,-1718張,,1
2019-3-12,91,91.5,89.9,89.9,95.24,91.01,86.77,62527張,-629張,1990張,-13張,5465,5499,5615,-2409張,-802張,,1
2019-3-13,90.8,90.8,89,89.2,94.38,90.64,86.89,61770張,-787張,1937張,-53張,2991,5344,5280,-3029張,-620張,,1
2019-3-14,89.6,90.7,87.1,87.5,94.01,90.27,86.52,61360張,-451張,1938張,1張,4137,5500,5235,-3685張,-656張,,1
2019-3-15,88,89,84.5,84.5,94.33,89.79,85.25,57886張,-3544張,1834張,-104張,12795,7413,5824,-6923張,-3238張,,1
2019-3-18,85.5,89.5,85,89,93.64,89.51,85.39,59427張,1612張,1807張,-27張,10551,7188,6511,-5710張,1213張,,1
2019-3-19,89.1,89.6,87.5,87.7,93.24,89.24,85.24,58175張,-1107張,1807張,0張,4499,6995,6247,-6491張,-781張,,1
2019-3-20,87.5,89.3,87.2,88.1,93.01,89.07,85.13,58249張,159張,1780張,-27張,3701,7137,6240,-6212張,279張,,1
2019-3-21,88.5,88.8,87.8,87.8,92.33,88.78,85.22,57712張,-515張,1780張,0張,2026,6714,6107,-6628張,-416張,,1
2019-3-22,88.8,94.6,88.5,92.2,92.67,88.86,85.05,57940張,299張,3051張,1271張,17456,7647,7530,-4981張,1647張,,1
2019-3-25,91,91.9,89.7,91.5,92.62,88.85,85.08,56714張,-1246張,3244張,193張,6794,6895,7042,-5962張,-981張,,1
2019-3-26,91.9,95.5,91.9,93.4,93.23,88.99,84.75,56836張,116張,3726張,482張,12545,8504,7750,-5799張,163張,,1
2019-3-27,94.2,95.4,93.7,94.6,94.39,89.39,84.38,58587張,1764張,4237張,511張,8276,9419,8278,-3962張,1837張,,1
2019-3-28,95.3,96.2,93.9,95.1,95.48,89.77,84.06,58635張,-33張,4595張,358張,9634,10941,8828,-3318張,644張,,1
2019-3-29,96,96.8,93,93.2,95.91,90.15,84.39,57098張,-1561張,4859張,9張,7781,9006,8326,-4391張,-1073張,,1
2019-4-1,94.2,94.3,93,93.5,96.35,90.5,84.65,58034張,931張,4859張,0張,3211,8289,7592,-3671張,720張,,1
2019-4-2,94.7,95.9,93.7,93.8,96.75,90.69,84.62,57671張,-501張,4988張,129張,4822,6745,7625,-3650張,21張,,1
2019-4-3,95,95,93.3,94.2,97.23,90.96,84.68,57753張,170張,4988張,0張,2547,5599,7509,-3264張,386張,,1
2019-4-8,94.8,96,94.5,95.2,97.86,91.33,84.81,58347張,648張,4988張,0張,4173,4507,7724,-2533張,731張,,1
2019-4-9,96.2,96.5,93.1,93.7,98.02,91.72,85.42,58375張,-29張,4449張,-539張,4575,3866,6436,-2786張,-253張,,1
2019-4-10,93,94.6,91.9,94.3,97.51,92.33,87.15,59389張,1039張,4344張,-105張,5700,4363,6326,-2610張,176張,,1
2019-4-11,94.8,95.2,91.7,92.5,97.44,92.55,87.66,59272張,-117張,4008張,-336張,4783,4356,5550,-2992張,-382張,,1
2019-4-12,93,93.6,91.9,93,97.08,92.88,88.68,59738張,608張,3973張,-35張,2610,4368,4984,-2559張,433張,,1
2019-4-15,94.2,94.4,92.6,92.6,96.57,93.16,89.76,59821張,63張,3973張,0張,2432,4020,4263,-2894張,-335張,,1
2019-4-16,93.3,95.5,92.7,95.3,95.8,93.63,91.47,60988張,1167張,3978張,5張,5454,4196,4031,-1854張,1040張,,-1
2019-4-17,96.5,98.2,93,93,95.75,93.68,91.62,59137張,-1844張,3978張,0張,11486,5353,4858,-3534張,-1680張,,-1
2019-4-18,93.3,94.1,90.5,91,95.86,93.65,91.44,59497張,479張,3929張,-49張,4824,5361,4858,-3376張,158張,,-1
2019-4-19,92.1,92.7,91.7,92.5,95.87,93.59,91.32,59292張,-205張,3917張,-12張,1862,5212,4790,-3417張,-41張,,-1
2019-4-22,93.3,93.3,91.8,91.9,95.77,93.43,91.08,59243張,-69張,3912張,-5張,1601,5045,4533,-3811張,-394張,,-1
2019-4-23,92.4,93.5,91.3,93.5,95.51,93.33,91.14,59350張,107張,3902張,-10張,2091,4373,4284,-3511張,300張,,-1
2019-4-24,94.5,94.8,92.6,92.6,95.5,93.29,91.07,59533張,188張,3874張,-28張,2458,2567,3960,-3493張,18張,,-1
2019-4-25,93,94.3,92.9,93.2,95.48,93.27,91.06,59344張,59張,3832張,-42張,2191,2041,3701,-3413張,80張,,-1
2019-4-26,93.3,93.5,91,91.5,95.47,93.13,90.78,58917張,-407張,3832張,0張,1956,2059,3636,-3650張,-237張,,-1
2019-4-29,91.2,91.5,84,84,97.43,92.49,87.55,58199張,-734張,2653張,-1179張,7255,3190,4118,-5314張,-1664張,,-1
2019-4-30,83.5,85.6,82.1,85.6,97.63,91.89,86.14,59013張,813張,2003張,-650張,4627,3697,4035,-5126張,188張,,-1
2019-5-2,85.8,86.4,85.2,85.6,97.79,91.38,84.98,58845張,-172張,1894張,-109張,1451,3496,3032,-5224張,-98張,,-1
2019-5-3,85.6,87.2,85.6,87.2,97.46,90.94,84.42,58914張,69張,1874張,-20張,2934,3645,2843,-5119張,105張,,-1
2019-5-6,85.7,86.1,84.4,84.5,97.6,90.44,83.28,58967張,53張,1667張,-207張,2418,3737,2898,-5324張,-205張,,-1
2019-5-7,84.9,86.1,84.9,85.1,97.41,89.94,82.48,58818張,-149張,1667張,0張,1698,2626,2908,-5386張,-62張,,-1
2019-5-8,85,87.4,84.5,86,97.09,89.53,81.97,58004張,-913張,1623張,-44張,4523,2605,3151,-5564張,-178張,,-1
2019-5-9,86.1,86.1,80.4,81.8,96.5,88.69,80.88,57172張,-837張,1167張,-456張,6029,3520,3508,-6287張,-723張,,-1
2019-5-10,82.5,83.7,81.1,82.5,96.04,88.03,80.02,57406張,229張,852張,-315張,3753,3684,3664,-6117張,170張,,-1
2019-5-13,82.5,83.3,81.3,82.6,95.77,87.51,79.25,57281張,149張,579張,-273張,2879,3776,3757,-6314張,-197張,,-1
2019-5-14,80.6,84.5,78.5,84.3,94.96,86.99,79.02,57852張,602張,579張,0張,3970,4231,3428,-6329張,-15張,,-1
2019-5-15,84.3,85.1,83.1,83.1,94.19,86.44,78.69,55679張,-2259張,579張,0張,3585,4043,3324,-7952張,-1623張,,-1
2019-5-16,83,83.7,82.2,82.2,92.82,85.74,78.66,55676張,-3張,564張,-15張,2076,3253,3387,-7749張,203張,,-1
2019-5-17,83.1,83.2,77.9,78.6,91.79,84.86,77.93,55346張,-337張,564張,0張,5236,3549,3617,-8007張,-258張,,-1
2019-5-20,79.5,80.5,77.7,78.8,90.01,83.96,77.91,55679張,333張,564張,0張,2960,3565,3671,-7704張,303張,,1
2019-5-21,78.1,82.4,78.1,81.9,88.06,83.36,78.67,55625張,72張,714張,150張,2719,3315,3773,-7253張,451張,,1
2019-5-22,82,84.8,81.7,83.9,88.05,83.36,78.67,55820張,195張,814張,100張,4015,3401,3722,-6016張,1237張,,1
2019-5-23,83.1,85,82.1,85,87.95,83.32,78.69,56005張,160張,822張,8張,3657,3717,3485,-5636張,380張,,1
2019-5-24,84.2,85.8,83.7,85.5,87.93,83.31,78.7,55785張,-223張,927張,105張,2738,3218,3384,-5226張,410張,,1
2019-5-27,85.4,85.4,83.8,85,87.44,83.18,78.91,55412張,-374張,927張,0張,1912,3008,3287,-5020張,206張,,1
2019-5-28,84.4,85.7,84.2,85.5,87.6,83.24,78.87,55501張,130張,927張,0張,1645,2793,3054,-4612張,408張,,1
2019-5-29,84.3,87.5,84.3,87.4,88.12,83.38,78.64,56221張,719張,927張,0張,2913,2573,2987,-3898張,714張,,1
2019-5-30,87.9,90.2,87.1,90.2,89.31,83.64,77.98,56778張,557張,927張,0張,5936,3029,3373,-2486張,1412張,,1
2019-5-31,89.8,90,87.1,88,89.98,84.03,78.08,55165張,-1716張,928張,1張,4893,3460,3339,-3598張,-1112張,,1
2019-6-3,87.2,87.7,86.4,87.2,90.4,84.33,78.25,55253張,88張,928張,0張,1941,3466,3237,-3475張,123張,,1
2019-6-4,87.9,88.8,87.4,87.6,90.84,84.64,78.43,54904張,-350張,928張,0張,2341,3605,3199,-2986張,489張,,1
2019-6-5,88.3,88.6,86.1,86.2,91,84.76,78.51,54733張,-118張,915張,-13張,1617,3346,2959,-3212張,-226張,,1
2019-6-6,86.1,86.6,85.2,85.6,91.11,84.91,78.72,54792張,162張,915張,0張,932,2345,2687,-3182張,30張,,1
2019-6-10,87.4,87.8,86.2,87.8,91.44,85.26,79.08,54946張,153張,915張,0張,1102,1587,2523,-3067張,115張,,1
2019-6-11,88.4,91,88.3,90.4,91.61,86,80.39,55279張,266張,915張,0張,5323,2263,2864,-2048張,1019張,,1
2019-6-12,90.4,90.5,88.9,89.2,91.05,86.65,82.25,54946張,-333張,915張,0張,1523,2099,2852,-2387張,-339張,,1
2019-6-13,89,89,86.5,87,90.63,86.97,83.31,53933張,-1098張,915張,0張,2343,2245,2795,-3217張,-830張,,1
2019-6-14,87,87.7,86,86,90.45,87.1,83.75,53498張,-434張,915張,0張,1355,2329,2337,-3606張,-389張,,1
2019-6-17,85.7,86.4,85,85.2,90.43,87.11,83.8,53033張,-460張,915張,0張,1620,2433,2010,-3879張,-273張,,1
2019-6-18,85.5,85.8,83.7,83.9,90.6,87.01,83.42,52625張,-408張,919張,4張,2074,1783,2023,-4248張,-369張,,1
2019-6-19,85,86.3,84.7,86,90.56,87.08,83.59,52376張,-249張,1009張,90張,2450,1968,2034,-4318張,-70張,,1
2019-6-20,86,88.5,85.7,88.1,90.65,87.24,83.82,52811張,384張,1301張,292張,2499,2000,2122,-3551張,767張,,1
2019-6-21,89,90.4,87.6,87.6,90.67,87.25,83.83,52238張,-452張,1321張,20張,4434,2615,2472,-3206張,345張,,1
2019-6-24,87.6,89.3,86.5,89.2,90.42,87.19,83.96,52577張,339張,1390張,69張,1727,2637,2535,-2916張,290張,,1
2019-6-25,89.7,91.2,87.5,87.5,90.36,87.16,83.95,51874張,-804張,1545張,155張,4880,3198,2491,-3405張,-489張,,1
2019-6-26,87.5,88.1,86.2,87.2,90.36,87.16,83.95,51890張,55張,1577張,32張,2449,3198,2583,-3874張,-469張,,1
2019-6-27,88.1,89.5,87.9,88.2,90.44,87.19,83.95,51836張,-133張,1592張,15張,1817,3061,2531,-3779張,95張,,1
2019-6-28,88.5,89.8,88,88.9,90.66,87.36,84.06,51925張,89張,1905張,43張,2329,2640,2628,-3449張,330張,,1
2019-7-1,91,95,90.5,94.6,92.61,87.93,83.24,52485張,608張,2134張,229張,8316,3958,3298,-2414張,1035張,,1
2019-7-2,93.8,95,93.4,95,94.17,88.38,82.58,52628張,137張,2134張,0張,3395,3661,3430,-1702張,712張,,1
2019-7-3,94.8,95,92.4,92.6,94.59,88.51,82.43,52900張,267張,2134張,0張,2876,3747,3472,-1504張,198張,,1
2019-7-4,93.7,94.2,92.7,93.6,95.35,88.79,82.23,52846張,-69張,2134張,0張,1376,3658,3360,-1583張,-79張,,1
2019-7-5,94,94.3,92.6,93.9,96.15,89.22,82.29,52606張,-262張,2247張,113張,1558,3504,3072,-1602張,-19張,,1
2019-7-8,94.1,94.4,92.7,93,96.6,89.66,82.71,52542張,-84張,2377張,130張,1211,2083,3021,-1670張,-68張,,1
2019-7-9,93.5,94.6,92.8,93.2,96.9,90.16,83.42,52708張,159張,2613張,236張,2050,1814,2738,-1582張,88張,,1
2019-7-10,95.5,95.7,93.6,93.8,96.89,90.78,84.66,52617張,-91張,2666張,53張,2372,1713,2730,-1775張,-193張,,1
2019-7-11,94.2,95.5,93.9,95.5,97.36,91.37,85.38,53471張,866張,2669張,3張,3076,2053,2856,-1041張,734張,,1
2019-7-12,96.6,101,95.5,95.5,97.88,91.83,85.78,53940張,469張,2725張,56張,13049,4352,3928,-153張,888張,,1
2019-7-15,95.5,96.4,94.3,96.2,98.35,92.37,86.39,53937張,-13張,2518張,-207張,2851,4680,3381,-611張,-458張,,1
2019-7-16,96,96.7,95.4,95.4,98.67,92.76,86.84,53854張,-5張,2692張,174張,1765,4623,3218,-730張,-119張,,1
2019-7-17,95.7,96.4,94.5,94.7,98.52,93.21,87.9,53911張,37張,2692張,0張,1447,4438,3076,-714張,16張,,1
2019-7-18,94.1,96.4,94.1,94.5,97.99,93.66,89.33,53987張,76張,3055張,363張,1884,4199,3126,-551張,163張,,1
2019-7-19,95.9,98.5,95.1,98.2,98.15,94.29,90.43,54090張,103張,3417張,362張,4957,2581,3466,113張,664張,,1
2019-7-22,99.9,108,99.9,108,102.48,95.48,88.49,54088張,-3張,4023張,606張,10572,4125,4402,2828張,2715張,,1
2019-7-23,111.5,115.5,109.5,112,107.16,96.57,85.98,55277張,1186張,4121張,98張,19087,7589,6106,1521張,-1307張,,1
2019-7-24,113.5,114,110,112,110.54,97.63,84.72,56133張,853張,4146張,25張,7606,8821,6629,1276張,-245張,,-1
2019-7-25,113.5,118,110,110.5,112.77,98.75,84.73,53910張,-2135張,4326張,180張,15483,11541,7870,-817張,-2093張,,-1
2019-7-26,109.5,112,107,109.5,114.41,99.74,85.08,55786張,1870張,4166張,-160張,7985,12147,7364,-1453張,-636張,,-1
2019-7-29,109.5,111.5,105.5,106.5,115.21,100.53,85.85,54919張,-809張,4127張,-39張,5390,11110,7618,-2932張,-1479張,,-1
2019-7-30,107.5,108,102.5,103.5,115.39,101.19,86.99,56297張,1358張,4106張,-21張,4799,8253,7921,-2798張,134張,,-1
2019-7-31,105,108.5,104.5,108,116.04,102.11,88.19,55543張,-803張,4171張,65張,4225,7576,8199,-3292張,-494張,,-1
2019-8-1,106,108,104.5,106,116.22,102.88,89.53,54437張,-999張,3910張,-261張,6041,5688,8615,-5374張,-2082張,,-1
2019-8-2,101.5,101.5,99,99.1,116.06,103.1,90.14,53045張,-1211張,3910張,0張,5218,5135,8641,-6643張,-1269張,,-1
2019-8-5,98.5,100,97.6,97.6,115.92,103.23,90.55,52735張,-307張,3870張,-40張,3282,4713,7912,-6613張,30張,,-1
2019-8-6,93,97.6,92.5,96.5,115.89,103.25,90.61,53725張,804張,3570張,-300張,4126,4578,6416,-6672張,-59張,,-1
2019-8-7,97.9,103.5,97.9,102,115.67,103.66,91.65,53748張,23張,3641張,71張,8399,5413,6495,-6104張,568張,,-1
2019-8-8,101,103.5,100.5,103,115.28,104.18,93.08,52370張,-1486張,3373張,-268張,6601,5525,5607,-7454張,-1350張,,-1
2019-8-12,102.5,103.5,100.5,101,114.67,104.59,94.51,51935張,-527張,3143張,-230張,3786,5239,5187,-8251張,-797張,,-1
2019-8-13,100.5,103,99.8,100.5,114.5,104.73,94.96,51687張,-278張,3143張,0張,3094,5201,4957,-8718張,-467張,,-1
2019-8-14,103.5,107,101.5,102,114.06,104.36,94.66,51245張,-467張,3199張,56張,7646,5905,5242,-9395張,-677張,,-1
2019-8-15,99.6,102,98.5,101,112.64,103.67,94.7,51354張,109張,3170張,-29張,2797,4785,5099,-9318張,77張,,-1
2019-8-16,102.5,103,100.5,101.5,110.92,103.01,95.11,51243張,-165張,3193張,23張,2429,3950,4738,-9451張,-133張,,-1
2019-8-19,102.5,103.5,101,102,109.38,102.48,95.58,51000張,-245張,3193張,0張,2994,3792,4515,-9988張,-537張,,-1
2019-8-20,103,103.5,99.7,99.8,107.85,101.88,95.9,50417張,-762張,2971張,-222張,4227,4019,4610,-11227張,-1239張,,-1
2019-8-21,99.5,100.5,97,98.6,107.04,101.38,95.72,50057張,-399張,2603張,-368張,5189,3527,4716,-11994張,-767張,,-1
2019-8-22,100,101.5,99.1,99.4,106.75,101.13,95.5,50177張,114張,2662張,59張,3432,3654,4220,-11775張,219張,,1
2019-8-23,100.5,109,100.5,106,106.07,101,95.93,51593張,1462張,2732張,70張,17390,6646,5298,-9760張,2015張,,1
2019-8-26,103.5,105.5,102,102,105.16,100.75,96.34,50715張,-986張,2732張,0張,7263,7500,5646,-10826張,-1066張,,1
2019-8-27,105,109,104,107,106.49,101.24,96,50416張,-384張,3055張,323張,10850,8825,6422,-10622張,204張,,1
2019-8-28,108.5,111.5,103.5,103.5,106.61,101.61,96.62,47849張,-2873張,3821張,766張,16661,11119,7323,-12643張,-2021張,,1
2019-8-29,104.5,107,103,106.5,107.01,102.24,97.46,48486張,595張,3841張,20張,7494,11932,7793,-12079張,564張,,1
2019-8-30,108.5,109,104,104.5,107.29,102.39,97.5,47196張,-1297張,3846張,5張,5830,9620,8133,-12835張,-756張,,1
2019-9-2,104.5,107.5,104.5,106,107.78,102.58,97.39,47224張,-362張,3846張,0張,3252,8817,8159,-12843張,-8張,,1
2019-9-3,107,109.5,105,106,108.27,102.89,97.52,46640張,-804張,3866張,20張,7277,8103,8464,-13289張,-446張,,1
2019-9-4,106.5,107,105,107,108.87,103.3,97.73,47052張,412張,3866張,0張,2457,5262,8191,-12950張,339張,,-1
2019-9-5,108.5,108.5,106,106,109.22,103.55,97.88,46690張,-362張,3866張,0張,2933,4350,8141,-13133張,-183張,,-1
2019-9-6,106.5,107,103.5,104.5,109.3,103.77,98.24,45720張,-688張,3866張,0張,3127,3809,6714,-13604張,-471張,,-1
2019-9-9,105.5,105.5,102.5,102.5,109.28,103.83,98.38,45585張,-161張,3866張,0張,2822,3723,6270,-13752張,-148張,,-1
2019-9-10,98.1,98.1,96,96.8,109.89,103.51,97.12,44551張,-1204張,2985張,-881張,10523,4372,6238,-16154張,-2402張,,-1
2019-9-11,97,97.7,95.1,95.8,110.46,103.26,96.05,44349張,-565張,2771張,-214張,4076,4696,4979,-17182張,-1028張,,-1
2019-9-12,96.5,96.6,94.9,95,110.99,103.03,95.07,43605張,-866張,2706張,-65張,3723,4854,4602,-18244張,-1062張,,-1
2019-9-16,95.1,95.8,93.2,95.5,111.39,102.79,94.18,43628張,-57張,2583張,-123張,3181,4865,4337,-18527張,-283張,,-1
2019-9-17,95.1,95.3,93.7,93.7,111.49,102.02,92.55,42421張,-1307張,2583張,0張,2913,4883,4303,-19740張,-1213張,,-1
2019-9-18,94,95.3,93.8,94.1,111.74,101.53,91.31,41917張,-588張,2583張,0張,2052,3189,3781,-20313張,-573張,,-1
2019-9-19,94.8,96,94.2,95,111.04,100.78,90.51,41212張,-972張,2583張,0張,2957,2965,3831,-21009張,-696張,,-1
2019-9-20,95.7,96.2,95.2,95.8,110.72,100.29,89.87,40952張,-290張,2352張,-231張,2371,2695,3775,-21206張,-197張,,-1
2019-9-23,95.8,96.8,95.6,96,109.74,99.64,89.54,40671張,-312張,2252張,-100張,2087,2476,3671,-21435張,-229張,,-1
2019-9-24,96.1,96.6,95.3,95.4,109.03,99.07,89.11,40202張,-509張,2206張,-46張,1836,2261,3572,-21563張,-128張,,-1
2019-9-25,95,95,93.2,93.4,107.91,98.28,88.65,40145張,-66張,2206張,0張,2509,2352,2771,-21639張,-76張,,-1
2019-9-26,94.2,96.4,94,94.8,106.47,97.58,88.69,40371張,305張,2207張,1張,3105,2382,2673,-21253張,386張,,-1
2019-9-27,95.7,95.7,91.7,91.7,104.49,96.63,88.76,37995張,-1462張,2308張,-85張,4280,2763,2729,-22558張,-1305張,,-1
2019-10-1,92.4,92.9,92.2,92.6,102.2,95.79,89.38,37885張,-28張,2308張,0張,1253,2597,2536,-22493張,65張,,-1
2019-10-2,90.8,92.4,90.8,91.9,99.84,95,90.16,37279張,-358張,2318張,10張,1765,2582,2422,-22908張,-415張,,-1
2019-10-3,90.9,92.6,90.6,91.7,97.52,94.33,91.13,35925張,-192張,2318張,0張,1816,2444,2398,-23306張,-398張,,-1
2019-10-4,92.2,93.3,90.9,91.1,97.25,93.97,90.69,35022張,-847張,2093張,-225張,2685,2360,2371,-24080張,-774張,,-1
2019-10-7,92,94,91.6,93.2,96.97,93.81,90.65,35467張,502張,2095張,2張,2858,2075,2419,-23655張,425張,,-1
2019-10-8,91.2,92.4,89.9,90.6,96.98,93.53,90.08,33913張,-1603張,1985張,-110張,5891,3003,2800,-25531張,-1876張,,-1
2019-10-9,90,90,88,88,97.27,93.06,88.86,33145張,-780張,1901張,-84張,4282,3506,3044,-26520張,-989張,,-1
2019-10-14,88.9,90.5,88.9,90.1,97.26,92.84,88.41,33853張,277張,1901張,0張,2675,3678,3061,-26231張,289張,,-1
2019-10-15,90.1,91.4,89.5,90.4,97.13,92.61,88.08,33279張,-563張,1901張,0張,2253,3592,2976,-26567張,-336張,,-1
2019-10-16,90.6,91.4,90,90,96.8,92.29,87.78,32655張,-437張,1901張,0張,2316,3483,2779,-26954張,-387張,,-1
2019-10-17,89.6,89.6,88,89.3,96.23,91.89,87.55,32211張,-463張,1901張,0張,3345,2974,2989,-27409張,-455張,,1
2019-10-18,89.6,93.9,89.4,92.8,95.52,91.69,87.86,32395張,243張,1974張,73張,6932,3504,3505,-26841張,568張,,1
2019-10-21,93.7,96.9,92.8,95.4,95.52,91.69,87.86,32907張,539張,1974張,0張,7947,4559,4118,-25344張,1497張,,1
2019-10-22,96,97,95,95.1,95.89,91.79,87.7,32625張,-282張,1964張,-10張,3818,4872,4232,-25213張,131張,,1
2019-10-23,94.3,95.8,93.9,95.1,95.97,91.81,87.66,32927張,302張,1964張,0張,2535,4915,4199,-24474張,739張,,1
2019-10-24,95.8,96.3,95.1,95.3,96.52,92.04,87.55,32627張,-274張,1974張,10張,2192,4685,3830,-24150張,324張,,1
2019-10-25,95.6,96,93.8,94,96.7,92.13,87.55,33015張,-218張,1974張,0張,1982,3695,3600,-24262張,-112張,,1
2019-10-28,94.3,96.6,93.6,95.8,97.28,92.37,87.46,33245張,230張,1974張,0張,3821,2870,3714,-23853張,409張,,-1
2019-10-29,96.5,97.2,94.1,95,97.63,92.58,87.52,32317張,-874張,1974張,0張,3678,2842,3857,-24177張,-324張,,-1
2019-10-30,95,96.3,94.6,95.2,97.97,92.83,87.69,31853張,-488張,1974張,0張,2028,2740,3828,-24372張,-195張,,-1
2019-10-31,95.8,96.5,94.2,94.2,98.08,92.89,87.71,31664張,-278張,1938張,-36張,2273,2756,3721,-24454張,-82張,,-1
2019-11-1,94.2,94.7,93.4,93.6,98.13,93.08,88.03,31399張,-173張,1809張,-129張,1413,2643,3169,-24656張,-202張,,-1
2019-11-4,94.4,94.7,92.9,93.3,97.73,93.41,89.09,31400張,1張,1779張,-30張,1474,2173,2521,-24805張,-149張,,-1
2019-11-5,93.6,93.6,92.1,92.2,97.57,93.54,89.52,30986張,-296張,1751張,-28張,1811,1800,2321,-25010張,-205張,,-1
2019-11-6,91.7,92,90,90,97.63,93.52,89.41,29543張,-1501張,1751張,0張,3501,2094,2417,-26186張,-1176張,,-1
2019-11-7,89.5,90,88.2,88.3,97.95,93.41,88.88,28684張,-853張,1751張,0張,2504,2141,2449,-26994張,-808張,,1
2019-11-8,89.5,93.4,89.5,92.2,97.66,93.59,89.53,28769張,85張,1631張,-120張,4693,2797,2720,-26689張,305張,,1
2019-11-11,92.1,92.1,89.8,89.9,97.85,93.41,88.98,28342張,-523張,1631張,0張,2094,2921,2547,-27110張,-421張,,1
2019-11-12,89.9,91.3,89.7,90.2,97.65,93.09,88.52,28119張,-412張,1641張,10張,1424,2843,2322,-27467張,-357張,,1
2019-11-13,89.8,91.6,89.7,90.6,97.4,92.81,88.22,28153張,-146張,1641張,0張,1515,2446,2270,-27432張,35張,,1
2019-11-14,90.6,91.7,90,90.2,97.09,92.5,87.91,27839張,-630張,1641張,0張,2006,2346,2244,-27776張,-344張,,1
2019-11-15,90.5,91,90,90.3,96.65,92.19,87.72,27522張,-338張,1641張,0張,1058,1619,2208,-27973張,-197張,,1
2019-11-18,90.5,91.8,90.4,90.5,96.4,91.97,87.54,29541張,-416張,1641張,0張,1965,1594,2257,-28339張,-366張,,1
2019-11-19,90.5,90.8,89.8,89.8,95.66,91.59,87.52,29319張,-252張,1599張,-42張,1406,1590,2217,-28567張,-228張,,1
2019-11-20,89.6,91.5,88.6,91.5,95.05,91.38,87.7,29688張,-76張,1599張,0張,4369,2161,2303,-28555張,12張,,1
2019-11-21,90.5,91.4,90.2,91.1,94.21,91.12,88.02,29497張,-302張,1592張,-7張,1526,2065,2206,-28618張,-63張,,1
